,text,airline_sentiment,nb_bow,nb_tfidf,dt_bow,dt_tfidf
913,plea upload march ondemand entertain list websit,neutral,neutral,neutral,neutral,neutral
10972,dca 5 pm still 3 due mechan issu lack snack plane absolut wors experi,negative,negative,negative,negative,negative
7760,excit time ahead,positive,positive,positive,neutral,neutral
7220,effort fix point system 11 day call custom servic still account updat chase point fun,negative,negative,negative,negative,negative
5877,site gmail facebook etc,neutral,positive,positive,neutral,neutral
1281,wifi 737800 aircraft 3511 didnt work entir orddca flight morn,negative,negative,negative,negative,negative
3967,hello wonder long might take turkish airlin flight show unit mile thank,neutral,positive,neutral,neutral,neutral
5546,post flight schedul cover date rang 23,neutral,neutral,neutral,neutral,neutral
1034,happi flyer ua flight 1161 sfo cleveland sunday 222 stay tune blog articl,negative,negative,negative,negative,negative
9691,look help recov item left airplan even,neutral,positive,positive,neutral,neutral
6374,wonder nice agent austin help u wish rememb name give proper kudo,positive,positive,positive,neutral,neutral
3120,happi found phone easili worst system ever heard,negative,negative,negative,negative,negative
3314,want contact someon question amp put hold 5 minut order hung sent pet line,negative,negative,negative,negative,negative
1428,click upgrad didnt upgrad give,negative,negative,negative,negative,negative
10817,know like gate 35x nothini like nothin bout yo ghettofab gate usairway,negative,negative,negative,negative,negative
3274,way impati partit untruth proper system place,negative,negative,negative,negative,negative
4887,redcarpet southwest companion pas would great,positive,positive,positive,positive,positive
665,common keep paper work readi dont delay flights1585and meet,negative,negative,negative,negative,negative
10423,hey hve cancel flightl flght amp hold 30 min nw 4 rebook websit work u give insight dm conf,negative,negative,negative,negative,negative
7200,ill read nice glass wine right dig heel next novel mayb travel need,neutral,neutral,neutral,neutral,neutral
6976,two row,neutral,neutral,positive,neutral,neutral
5119,rerout bf flight he diabet littl insulin even though tri chang agent wouldnt,negative,negative,negative,negative,negative
11011,flight 890 delay flight 5136 miss connect help,negative,negative,negative,negative,negative
11617,updat 2hr delay obvious isnt 2 date havent board,negative,negative,negative,negative,negative
1358,coach interior ua 992 look like salvag 80 tini unus video power amp lifevest floor ua992,negative,negative,negative,negative,negative
869,need info great amen kit pj includ statu match aa kp,neutral,neutral,neutral,positive,positive
503,book town fare 59way restr,neutral,neutral,neutral,neutral,neutral
10446,plane crew profession courteou gate agent fluster,positive,positive,positive,neutral,neutral
9507,need speak somebodi reserv talk human yet comput system put phone,negative,negative,negative,negative,negative
6719,himi flight bna lga cancel flight morning1814 look like flight bna take chanc,negative,negative,negative,negative,negative
7830,thank u cours safeti alway 1st well make sure handl care love,positive,positive,positive,positive,positive
8187,sorri misunderstand term exactli mean,neutral,positive,neutral,neutral,neutral
4677,fair set pay full seat get access full seat,negative,negative,negative,negative,negative
8836,usa help line accident book flight thursday instead wednesday want switch,neutral,neutral,neutral,neutral,neutral
9787,dont pilot clt ord least anoth hour earth would board plane make sen,negative,negative,negative,negative,negative
4819,tri rebook fare wan na get away price disappear time refresh normal,negative,negative,negative,negative,negative
2849,plea provid updat ua 791 flight strand unit inform crew plane,negative,negative,negative,negative,negative
7251,wall separ row 1 safetyconcern,neutral,neutral,neutral,neutral,neutral
603,explain eager flight attend tri ask vision guid dog,negative,negative,negative,negative,negative
8951,cant view seat selectionchang seat flight tomorrow look,neutral,neutral,neutral,neutral,neutral
10221,job well done philli employe run checkin today tabitha help u emerg amp vacat save,positive,positive,positive,neutral,neutral
11890,slept miami airport due mechan issu given 10000 bonu mile tri make right slapinthefac,negative,negative,negative,negative,negative
11558,ive hold one hour four minut reserv line possibl busi way,negative,negative,negative,negative,negative
7603,hear safeti 1 think get jfk though let help pilot passeng amp crew get safe,neutral,positive,positive,neutral,neutral
10268,guy suck jfk tonight oh morn,negative,negative,negative,negative,negative
3783,flight mke ord get delay gate attend commun,negative,negative,negative,negative,negative
5256,sure look like ill make birthday celebr,negative,negative,negative,negative,negative
5078,happend flight 668 get cancel flight 222i hold hour help,negative,negative,negative,negative,negative
5243,3 flight cancel flightl today hold hour,negative,negative,negative,negative,negative
10123,flight 623 den phx flight attdt decid stay downtown hour late flight entir flight delay better get fire,negative,negative,negative,negative,negative
8285,thank help jetbluesofli,positive,positive,positive,positive,positive
8272,want enter famili pool contest say 219 websit plea enter still,neutral,neutral,neutral,neutral,neutral
1845,what solut,negative,negative,negative,negative,negative
11262,told ticket expir never recvd notic expir sucksi paid 40k mile amp 125 tckt,negative,negative,negative,negative,negative
10703,that spoke alreadi weve alreadi book anoth flight wsomeon el thank concern want,neutral,positive,positive,positive,positive
580,v upset disabl servic told one employe carri medic equip rude,negative,negative,negative,negative,negative
8383,guy lucki love,positive,positive,positive,positive,positive
9361,allow carri suit bag carri bag suit bag hang like jacket would soft side 48,neutral,neutral,neutral,neutral,neutral
1754,get delay flight ewr yyz 1530 custom servic found airport,negative,negative,negative,negative,negative
8851,know guy jet lol love much help brother hot weather great nightlif 23 hour flight,neutral,positive,positive,positive,positive
6485,4 flight cancel flightl yall im sick,negative,negative,negative,negative,negative
7925,flight 1183 orlando,neutral,neutral,neutral,neutral,neutral
11058,platinum flyer bought tkt aa also account link cant check flight tomorrow,negative,negative,negative,negative,negative
176,thank follow,positive,positive,positive,positive,positive
3671,cost 547 chang citi origin flight cost 165 customerservicefail,negative,negative,negative,negative,negative
4479,heart southwest commerci aim satisfi nanosmatt travel destin,negative,positive,negative,negative,negative
3784,plane sound like dj scratch normal eventu new entertain fee,negative,negative,negative,negative,negative
9437,ye say bag deliv local number say open ask main cust servic got hung,negative,negative,negative,negative,negative
4854,flight 3267 n659sw arriv follow flight,neutral,neutral,neutral,neutral,neutral
4924,thank,positive,positive,positive,positive,positive
6180,come mobil cant proceed wo enter postcod purchas im ireland dont postcod,neutral,neutral,neutral,neutral,neutral
4619,like kelsey said realli bad spot local know long take find park walk bellagio,negative,negative,negative,negative,negative
2957,im sure busi go el airlin travel name kathryn sotelo,negative,negative,negative,negative,negative
7322,ive heard new flight tap pay reader accept appl pay thought imposs amp certainli emv compliant,negative,negative,negative,negative,negative
352,jump dalla austin market,neutral,positive,neutral,neutral,neutral
9572,amp weight restrict carri luggag find measur weight restrict tia,neutral,neutral,neutral,neutral,neutral
2770,ye unbeliev free fare lock,negative,negative,negative,negative,negative
313,thank absolut,positive,positive,positive,positive,positive
8019,dang pandora look like may get push back like,neutral,neutral,positive,neutral,neutral
3032,screw twice one month learn lesson,negative,negative,negative,negative,negative
10104,sadli theyv tri airport agentsno flight theyr strand phl chanc hotel,neutral,neutral,neutral,neutral,neutral
6312,option cancel flight dont want chang flight want cancel flight,negative,negative,negative,negative,negative
7967,board im realli impress ive learnt valuabl lesson,negative,negative,negative,negative,negative
5421,flt 3260 mht fun kid grandkid 10 jack say hi,neutral,neutral,neutral,neutral,neutral
7965,thank,positive,positive,positive,positive,positive
